"","Assemblage","SC","Method","Order.q","qD","qD.LCL","qD.UCL"
"1","Disturbed",0.317065390750335,"Rarefaction","A) Species richness",1,0.923817748203537,1.07618225179646
"2","Disturbed",0.911041037808537,"Rarefaction","A) Species richness",13.0709817349905,12.040448428017,14.1015150419641
"3","Disturbed",0.958494817474909,"Rarefaction","A) Species richness",16.5213434698449,14.8961150087521,18.1465719309377
"4","Disturbed",0.970888225903764,"Rarefaction","A) Species richness",18.5169878075429,16.2401283624004,20.7938472526855
"5","Disturbed",0.976613249345841,"Rarefaction","A) Species richness",20.0268610890666,17.1784695690058,22.8752526091274
"6","Disturbed",0.980210100815764,"Rarefaction","A) Species richness",21.2741317270566,17.9685456895567,24.5797177645564
"7","Disturbed",0.982752642719023,"Rarefaction","A) Species richness",22.3456157420182,18.668668872177,26.0225626118594
"8","Disturbed",0.984642202815695,"Rarefaction","A) Species richness",23.289565000877,19.2847314004865,27.2943986012675
"9","Disturbed",0.98609243556311,"Rarefaction","A) Species richness",24.137239205018,19.8046045154499,28.4698738945861
"10","Disturbed",0.987238788414148,"Rarefaction","A) Species richness",24.9099892928904,20.216004056789,29.6039745289919
"11","Disturbed",0.9881724608579,"Rarefaction","A) Species richness",25.6226732922692,20.5086081787006,30.7367384058377
"12","Disturbed",0.988955258684179,"Rarefaction","A) Species richness",26.2857467671478,20.5662437036194,32.0052498306762
"13","Disturbed",0.989628357177201,"Rarefaction","A) Species richness",26.9067032758315,20.400562677553,33.41284387411
"14","Disturbed",0.990218469029105,"Rarefaction","A) Species richness",27.4910867648205,20.0928736765939,34.8892998530471
"15","Disturbed",0.990742496499426,"Rarefaction","A) Species richness",28.0431917325227,19.7122576259605,36.3741258390849
"16","Disturbed",0.991211051573395,"Rarefaction","A) Species richness",28.5665242253483,19.3623702747704,37.7706781759263
"17","Disturbed",0.99163104300307,"Rarefaction","A) Species richness",29.0640919609991,19.0558690599338,39.0723148620643
"18","Disturbed",0.992007461036995,"Rarefaction","A) Species richness",29.5385631903643,18.8032426863251,40.2738836944035
"19","Disturbed",0.992344497607656,"Rarefaction","A) Species richness",29.989821222742,18.6012901342533,41.3783523112307
"20","Disturbed",0.992349993302122,"Observed","A) Species richness",30,18.6009860263405,41.3990139736595
"21","Disturbed",0.992355485051367,"Extrapolation","A) Species richness",30.0076500066979,18.5977953497975,41.4175046635982
"22","Disturbed",0.992625104399803,"Extrapolation","A) Species richness",30.3832297590698,18.4436942605274,42.3227652576122
"23","Disturbed",0.99288521436883,"Extrapolation","A) Species richness",30.7455629459236,18.2879156090172,43.20321028283
"24","Disturbed",0.993136150350907,"Extrapolation","A) Species richness",31.0951167689574,18.1355846627624,44.0546488751524
"25","Disturbed",0.993378235909322,"Extrapolation","A) Species richness",31.4323419518298,17.9991647517259,44.8655191519338
"26","Disturbed",0.993616369137111,"Extrapolation","A) Species richness",31.7640615381396,17.8452300419525,45.6828930343267
"27","Disturbed",0.993841517548158,"Extrapolation","A) Species richness",32.0776932747282,17.694493807427,46.4608927420294
"28","Disturbed",0.994058725054086,"Extrapolation","A) Species richness",32.380263330486,17.546107288826,47.2144193721459
"29","Disturbed",0.994268271727821,"Extrapolation","A) Species richness",32.672161846998,17.4058047391309,47.9385189548652
"30","Disturbed",0.994470427764213,"Extrapolation","A) Species richness",32.9537652056928,17.2661037575012,48.6414266538845
"31","Disturbed",0.99466928336625,"Extrapolation","A) Species richness",33.2307710593304,17.1245085328026,49.3370335858582
"32","Disturbed",0.994857295863465,"Extrapolation","A) Species richness",33.4926724679511,16.9876073305611,49.9977376053411
"33","Disturbed",0.995038677226156,"Extrapolation","A) Species richness",33.7453367061793,16.8538974788767,50.636775933482
"34","Disturbed",0.995213661332101,"Extrapolation","A) Species richness",33.9890895657601,16.7298188429985,51.2483602885216
"35","Disturbed",0.99538247381029,"Extrapolation","A) Species richness",34.224245347878,16.6024885889908,51.8460021067652
"36","Disturbed",0.995548530226812,"Extrapolation","A) Species richness",34.4555619360938,16.4728010989265,52.4383227732611
"37","Disturbed",0.995705531997088,"Extrapolation","A) Species richness",34.6742654020872,16.3475865115439,53.0009442926305
"38","Disturbed",0.99585699637025,"Extrapolation","A) Species richness",34.8852552739026,16.2244083315487,53.5461022162564
"39","Disturbed",0.996003118648345,"Extrapolation","A) Species richness",35.0888036072882,16.1033483289617,54.0742588856148
"40","Disturbed",0.996146855308897,"Extrapolation","A) Species richness",35.2890287754375,15.9821143107632,54.5959432401118
"41","Disturbed",0.317065390750335,"Rarefaction","B) Shannon diversity",1,0.931662906615913,1.06833709338409
"42","Disturbed",0.911041037808537,"Rarefaction","B) Shannon diversity",5.61626583422141,5.03828876970111,6.19424289874172
"43","Disturbed",0.958494817474909,"Rarefaction","B) Shannon diversity",6.11925207963418,5.47066962354891,6.76783453571945
"44","Disturbed",0.970888225903764,"Rarefaction","B) Shannon diversity",6.32136243399118,5.63877127938947,7.00395358859289
"45","Disturbed",0.976613249345841,"Rarefaction","B) Shannon diversity",6.43428291053108,5.73586079669628,7.13270502436587
"46","Disturbed",0.980210100815764,"Rarefaction","B) Shannon diversity",6.50779165670568,5.80128919319526,7.21429412021611
"47","Disturbed",0.982752642719023,"Rarefaction","B) Shannon diversity",6.56001272831359,5.84832901950236,7.27169643712482
"48","Disturbed",0.984642202815695,"Rarefaction","B) Shannon diversity",6.59929402037205,5.88351399664447,7.31507404409963
"49","Disturbed",0.98609243556311,"Rarefaction","B) Shannon diversity",6.63007093785646,5.91073628833781,7.34940558737512
"50","Disturbed",0.987238788414148,"Rarefaction","B) Shannon diversity",6.65493502459689,5.93278308176059,7.37708696743319
"51","Disturbed",0.9881724608579,"Rarefaction","B) Shannon diversity",6.67550744773023,5.95154297076353,7.39947192469694
"52","Disturbed",0.988955258684179,"Rarefaction","B) Shannon diversity",6.69285627910781,5.96784935297024,7.41786320524537
"53","Disturbed",0.989628357177201,"Rarefaction","B) Shannon diversity",6.70771512789925,5.98162800109631,7.4338022547022
"54","Disturbed",0.990218469029105,"Rarefaction","B) Shannon diversity",6.72060561793363,5.99342546960403,7.44778576626323
"55","Disturbed",0.990742496499426,"Rarefaction","B) Shannon diversity",6.7319097474771,6.00370409392053,7.46011540103368
"56","Disturbed",0.991211051573395,"Rarefaction","B) Shannon diversity",6.74191443253655,6.01266979047064,7.47115907460247
"57","Disturbed",0.99163104300307,"Rarefaction","B) Shannon diversity",6.75084002566672,6.02069500665244,7.480985044681
"58","Disturbed",0.992007461036995,"Rarefaction","B) Shannon diversity",6.7588589757946,6.02792736970709,7.48979058188211
"59","Disturbed",0.992344497607656,"Rarefaction","B) Shannon diversity",6.76606922715524,6.03435567076469,7.49778278354579
"60","Disturbed",0.992349993302122,"Observed","B) Shannon diversity",6.76622739038914,6.03450499275495,7.49794978802333
"61","Disturbed",0.992355485051367,"Extrapolation","B) Shannon diversity",6.76634621625609,6.0346072929926,7.49808513951957
"62","Disturbed",0.992625104399803,"Extrapolation","B) Shannon diversity",6.77215918042798,6.03965334611505,7.50466501474091
"63","Disturbed",0.99288521436883,"Extrapolation","B) Shannon diversity",6.77772766942211,6.04447195315359,7.51098338569063
"64","Disturbed",0.993136150350907,"Extrapolation","B) Shannon diversity",6.78306196510342,6.04906410182277,7.51705982838408
"65","Disturbed",0.993378235909322,"Extrapolation","B) Shannon diversity",6.78817191691363,6.05338019901824,7.52296363480902
"66","Disturbed",0.993616369137111,"Extrapolation","B) Shannon diversity",6.79316273157823,6.05737422274475,7.52895124041172
"67","Disturbed",0.993841517548158,"Extrapolation","B) Shannon diversity",6.79784787659342,6.06116221072404,7.5345335424628
"68","Disturbed",0.994058725054086,"Extrapolation","B) Shannon diversity",6.80233597899376,6.06482686201615,7.53984509597136
"69","Disturbed",0.994268271727821,"Extrapolation","B) Shannon diversity",6.80663532577826,6.06825532154381,7.5450153300127
"70","Disturbed",0.994470427764213,"Extrapolation","B) Shannon diversity",6.81075385542053,6.07169476636843,7.54981294447263
"71","Disturbed",0.99466928336625,"Extrapolation","B) Shannon diversity",6.81477636265714,6.07509126512144,7.55446146019284
"72","Disturbed",0.994857295863465,"Extrapolation","B) Shannon diversity",6.81855250563071,6.07832181654384,7.55878319471759
"73","Disturbed",0.995038677226156,"Extrapolation","B) Shannon diversity",6.82216983578565,6.08145913140756,7.56288054016375
"74","Disturbed",0.995213661332101,"Extrapolation","B) Shannon diversity",6.82563503229475,6.08454144045947,7.56672862413003
"75","Disturbed",0.99538247381029,"Extrapolation","B) Shannon diversity",6.82895449342556,6.08746436110332,7.5704446257478
"76","Disturbed",0.995548530226812,"Extrapolation","B) Shannon diversity",6.83219656221712,6.09033838699826,7.57405473743598
"77","Disturbed",0.995705531997088,"Extrapolation","B) Shannon diversity",6.83524006582493,6.09305798910709,7.57742214254278
"78","Disturbed",0.99585699637025,"Extrapolation","B) Shannon diversity",6.8381555691452,6.09568114394965,7.58062999434074
"79","Disturbed",0.996003118648345,"Extrapolation","B) Shannon diversity",6.84094845547154,6.09820854315816,7.58368836778492
"80","Disturbed",0.996146855308897,"Extrapolation","B) Shannon diversity",6.84367622640791,6.10068883111605,7.58666362169976
"81","Disturbed",0.317065390750335,"Rarefaction","C) Simpson diversity",1,0.940733203926582,1.05926679607342
"82","Disturbed",0.911041037808537,"Rarefaction","C) Simpson diversity",3.04099143266091,2.71692985393267,3.36505301138916
"83","Disturbed",0.958494817474909,"Rarefaction","C) Simpson diversity",3.09642811133333,2.75672797771207,3.43612824495459
"84","Disturbed",0.970888225903764,"Rarefaction","C) Simpson diversity",3.11535891233264,2.76998520772183,3.46073261694346
"85","Disturbed",0.976613249345841,"Rarefaction","C) Simpson diversity",3.12491138602366,2.77684734178871,3.47297543025861
"86","Disturbed",0.980210100815764,"Rarefaction","C) Simpson diversity",3.13067103682645,2.781024202364,3.4803178712889
"87","Disturbed",0.982752642719023,"Rarefaction","C) Simpson diversity",3.13452261527982,2.78379823836444,3.48524699219519
"88","Disturbed",0.984642202815695,"Rarefaction","C) Simpson diversity",3.1372795497212,2.78575770494955,3.48880139449286
"89","Disturbed",0.98609243556311,"Rarefaction","C) Simpson diversity",3.13935043671347,2.78721473250061,3.49148614092634
"90","Disturbed",0.987238788414148,"Rarefaction","C) Simpson diversity",3.1409630154799,2.78837000731594,3.49355602364387
"91","Disturbed",0.9881724608579,"Rarefaction","C) Simpson diversity",3.142254273151,2.78934113652429,3.49516740977771
"92","Disturbed",0.988955258684179,"Rarefaction","C) Simpson diversity",3.14331154667849,2.79017222761231,3.49645086574468
"93","Disturbed",0.989628357177201,"Rarefaction","C) Simpson diversity",3.14419315097617,2.79086684279474,3.4975194591576
"94","Disturbed",0.990218469029105,"Rarefaction","C) Simpson diversity",3.14493950996098,2.79145367144597,3.498425348476
"95","Disturbed",0.990742496499426,"Rarefaction","C) Simpson diversity",3.14557952917899,2.79195794100136,3.49920111735661
"96","Disturbed",0.991211051573395,"Rarefaction","C) Simpson diversity",3.14613442295529,2.79237868795305,3.49989015795753
"97","Disturbed",0.99163104300307,"Rarefaction","C) Simpson diversity",3.14662011551979,2.79274190682981,3.50049832420977
"98","Disturbed",0.992007461036995,"Rarefaction","C) Simpson diversity",3.14704879208165,2.79305743940164,3.50104014476165
"99","Disturbed",0.992344497607656,"Rarefaction","C) Simpson diversity",3.14742789005317,2.79332662715611,3.50152915295023
"100","Disturbed",0.992349993302122,"Observed","C) Simpson diversity",3.14743613761936,2.79333318731543,3.50153908792329
"101","Disturbed",0.992355485051367,"Extrapolation","C) Simpson diversity",3.14744232698094,2.79333744077516,3.50154721318672
"102","Disturbed",0.992625104399803,"Extrapolation","C) Simpson diversity",3.1477374228745,2.79353780318105,3.50193704256795
"103","Disturbed",0.99288521436883,"Extrapolation","C) Simpson diversity",3.14800681699693,2.79371764570462,3.50229598828924
"104","Disturbed",0.993136150350907,"Extrapolation","C) Simpson diversity",3.14825372701969,2.79387821653703,3.50262923750234
"105","Disturbed",0.993378235909322,"Extrapolation","C) Simpson diversity",3.14848085502533,2.79401940535217,3.50294230469848
"106","Disturbed",0.993616369137111,"Extrapolation","C) Simpson diversity",3.14869451484831,2.79413456570601,3.50325446399061
"107","Disturbed",0.993841517548158,"Extrapolation","C) Simpson diversity",3.14888830394487,2.79424175569782,3.50353485219191
"108","Disturbed",0.994058725054086,"Extrapolation","C) Simpson diversity",3.14906824259271,2.79434265464312,3.50379383054231
"109","Disturbed",0.994268271727821,"Extrapolation","C) Simpson diversity",3.14923576443342,2.79442924839867,3.50404228046817
"110","Disturbed",0.994470427764213,"Extrapolation","C) Simpson diversity",3.14939211184847,2.79451936617739,3.50426485751954
"111","Disturbed",0.99466928336625,"Extrapolation","C) Simpson diversity",3.14954119568836,2.79460663205892,3.5044757593178
"112","Disturbed",0.994857295863465,"Extrapolation","C) Simpson diversity",3.14967813081362,2.79468765934007,3.50466860228718
"113","Disturbed",0.995038677226156,"Extrapolation","C) Simpson diversity",3.14980676761451,2.79476391566056,3.50484961956846
"114","Disturbed",0.995213661332101,"Extrapolation","C) Simpson diversity",3.14992783822982,2.79483374357807,3.50502193288157
"115","Disturbed",0.99538247381029,"Extrapolation","C) Simpson diversity",3.15004199113271,2.79490132474192,3.50518265752351
"116","Disturbed",0.995548530226812,"Extrapolation","C) Simpson diversity",3.15015189792817,2.79496805543412,3.50533574042222
"117","Disturbed",0.995705531997088,"Extrapolation","C) Simpson diversity",3.15025377069173,2.79503074922043,3.50547679216302
"118","Disturbed",0.99585699637025,"Extrapolation","C) Simpson diversity",3.15035028498524,2.79509082519524,3.50560974477523
"119","Disturbed",0.996003118648345,"Extrapolation","C) Simpson diversity",3.15044185275493,2.795148359761,3.50573534574887
"120","Disturbed",0.996146855308897,"Extrapolation","C) Simpson diversity",3.1505305402984,2.79520449757619,3.50585658302061
"121","Undisturbed",0.319750817169221,"Rarefaction","A) Species richness",1,0.944552319193663,1.05544768080634
"122","Undisturbed",0.909084376021602,"Rarefaction","A) Species richness",11.931189583804,10.6758520070746,13.1865271605335
"123","Undisturbed",0.953109367686443,"Rarefaction","A) Species richness",15.8485436713223,14.3959189350372,17.3011684076074
"124","Undisturbed",0.970435447834794,"Rarefaction","A) Species richness",18.0845536960895,16.2902245499334,19.8788828422456
"125","Undisturbed",0.979062774832324,"Rarefaction","A) Species richness",19.5773001435169,17.306382805693,21.8482174813408
"126","Undisturbed",0.983939671189679,"Rarefaction","A) Species richness",20.677094736337,17.7768961385619,23.5772933341122
"127","Undisturbed",0.986957934924994,"Rarefaction","A) Species richness",21.5450423093985,17.7497942758145,25.3402903429826
"128","Undisturbed",0.988927745434008,"Rarefaction","A) Species richness",22.2537418835569,16.6586124289914,27.8488713381224
"129","Undisturbed",0.990323987534157,"Rarefaction","A) Species richness",22.8744957611694,15.3943453951377,30.3546461272011
"130","Undisturbed",0.991330656594727,"Rarefaction","A) Species richness",23.4237992506781,14.3455308428752,32.502067658481
"131","Undisturbed",0.992078688323641,"Rarefaction","A) Species richness",23.9208360498383,13.4871045819188,34.3545675177578
"132","Undisturbed",0.992649303176797,"Rarefaction","A) Species richness",24.3785462066391,12.83975470223,35.9173377110482
"133","Undisturbed",0.993094973809343,"Rarefaction","A) Species richness",24.8059155827785,12.3654700225766,37.2463611429804
"134","Undisturbed",0.993445025827248,"Rarefaction","A) Species richness",25.2027935713755,12.0482967470388,38.3572903957122
"135","Undisturbed",0.993734034700422,"Rarefaction","A) Species richness",25.5872718112438,11.8337436164039,39.3408000060838
"136","Undisturbed",0.993970458049003,"Rarefaction","A) Species richness",25.9560200440013,11.7067699295042,40.2052701584984
"137","Undisturbed",0.994163698750374,"Rarefaction","A) Species richness",26.3118925954382,11.660070997421,40.9637141934554
"138","Undisturbed",0.994319128004784,"Rarefaction","A) Species richness",26.6573052335379,11.6886300486387,41.6259804184372
"139","Undisturbed",0.994439295644115,"Rarefaction","A) Species richness",26.9923684372172,11.8218615724947,42.1628753019396
"140","Undisturbed",0.994441014563545,"Observed","A) Species richness",27,11.8260458838562,42.1739541161438
"141","Undisturbed",0.994442732951624,"Extrapolation","A) Species richness",27.0055589854363,11.8286241273109,42.1824938435617
"142","Undisturbed",0.994524593918689,"Extrapolation","A) Species richness",27.2703792138903,11.9251378497823,42.6156205779984
"143","Undisturbed",0.99460524903801,"Extrapolation","A) Species richness",27.5312985248947,12.0196478120349,43.0429492377545
"144","Undisturbed",0.994686359127561,"Extrapolation","A) Species richness",27.7936896645929,12.1142403825419,43.473138946644
"145","Undisturbed",0.994764631374813,"Extrapolation","A) Species richness",28.0469003844505,12.2052522947983,43.8885484741027
"146","Undisturbed",0.994843345150669,"Extrapolation","A) Species richness",28.3015394493456,12.2966954441045,44.3063834545868
"147","Undisturbed",0.99491930492534,"Extrapolation","A) Species richness",28.5472693204081,12.3850796815435,44.7094589592726
"148","Undisturbed",0.994994145779406,"Extrapolation","A) Species richness",28.7893794833106,12.4725706835392,45.106188283082
"149","Undisturbed",0.995069408805813,"Extrapolation","A) Species richness",29.032855373738,12.5613476260134,45.5043631214626
"150","Undisturbed",0.995142038564262,"Extrapolation","A) Species richness",29.267812642318,12.6483366084592,45.8872886761767
"151","Undisturbed",0.995215078022406,"Extrapolation","A) Species richness",29.5040952894158,12.7381590980643,46.2700314807674
"152","Undisturbed",0.99528556200977,"Extrapolation","A) Species richness",29.7321109885371,12.8295145981014,46.6347073789729
"153","Undisturbed",0.995356443592676,"Extrapolation","A) Species richness",29.9614129092391,12.9414098492788,46.9814159691994
"154","Undisturbed",0.995424845203542,"Extrapolation","A) Species richness",30.1826921203912,13.0654538484405,47.2999303923418
"155","Undisturbed",0.995492239228852,"Extrapolation","A) Species richness",30.4007117922664,13.1470440100611,47.6543795744716
"156","Undisturbed",0.99556001341943,"Extrapolation","A) Species richness",30.6199612987887,13.2286891092746,48.0112334883028
"157","Undisturbed",0.995625416357975,"Extrapolation","A) Species richness",30.8315398049794,13.3071433506056,48.3559362593532
"158","Undisturbed",0.995691188230199,"Extrapolation","A) Species richness",31.0443118116251,13.3857641332929,48.7028594899573
"159","Undisturbed",0.995754658906577,"Extrapolation","A) Species richness",31.2496394497087,13.461428366125,49.0378505332923
"160","Undisturbed",0.995818487616872,"Extrapolation","A) Species richness",31.4561253275107,13.537377674307,49.3748729807144
"161","Undisturbed",0.319750817169221,"Rarefaction","B) Shannon diversity",1,0.950484419449051,1.04951558055095
"162","Undisturbed",0.909084376021602,"Rarefaction","B) Shannon diversity",5.0647740590115,4.57714632020646,5.55240179781654
"163","Undisturbed",0.953109367686443,"Rarefaction","B) Shannon diversity",5.48997795833061,4.97011016434311,6.00984575231812
"164","Undisturbed",0.970435447834794,"Rarefaction","B) Shannon diversity",5.66622751040597,5.12516826017958,6.20728676063236
"165","Undisturbed",0.979062774832324,"Rarefaction","B) Shannon diversity",5.76319624496849,5.20536332231092,6.32102916762605
"166","Undisturbed",0.983939671189679,"Rarefaction","B) Shannon diversity",5.82477888206215,5.25272955307751,6.39682821104679
"167","Undisturbed",0.986957934924994,"Rarefaction","B) Shannon diversity",5.86751696062461,5.28337203029306,6.45166189095616
"168","Undisturbed",0.988927745434008,"Rarefaction","B) Shannon diversity",5.89856869620661,5.30463955729641,6.49249783511682
"169","Undisturbed",0.990323987534157,"Rarefaction","B) Shannon diversity",5.92294121080559,5.32097126048766,6.52491116112351
"170","Undisturbed",0.991330656594727,"Rarefaction","B) Shannon diversity",5.94234432793545,5.33388517008324,6.55080348578767
"171","Undisturbed",0.992078688323641,"Rarefaction","B) Shannon diversity",5.95820282074241,5.34481303955171,6.57159260193311
"172","Undisturbed",0.992649303176797,"Rarefaction","B) Shannon diversity",5.97144162090631,5.35431978451468,6.58856345729795
"173","Undisturbed",0.993094973809343,"Rarefaction","B) Shannon diversity",5.98268734116434,5.36261785789744,6.60275682443125
"174","Undisturbed",0.993445025827248,"Rarefaction","B) Shannon diversity",5.99222906884517,5.36988579521288,6.61457234247746
"175","Undisturbed",0.993734034700422,"Rarefaction","B) Shannon diversity",6.00070444118723,5.37656729801438,6.62484158436008
"176","Undisturbed",0.993970458049003,"Rarefaction","B) Shannon diversity",6.00817660482018,5.38304102187367,6.63331218776668
"177","Undisturbed",0.994163698750374,"Rarefaction","B) Shannon diversity",6.0148250914133,5.38900012918009,6.64065005364652
"178","Undisturbed",0.994319128004784,"Rarefaction","B) Shannon diversity",6.02078876249726,5.39449709319054,6.64708043180397
"179","Undisturbed",0.994439295644115,"Rarefaction","B) Shannon diversity",6.02614512605056,5.39990927491622,6.6523809771849
"180","Undisturbed",0.994441014563545,"Observed","B) Shannon diversity",6.02626244290819,5.4000191491938,6.65250573662258
"181","Undisturbed",0.994442732951624,"Extrapolation","B) Shannon diversity",6.02634783304556,5.4001045906616,6.65259107542952
"182","Undisturbed",0.994524593918689,"Extrapolation","B) Shannon diversity",6.03037362684944,5.40377518532368,6.65697206837519
"183","Undisturbed",0.99460524903801,"Extrapolation","B) Shannon diversity",6.03425987782259,5.4073465086686,6.66117324697657
"184","Undisturbed",0.994686359127561,"Extrapolation","B) Shannon diversity",6.03808818132554,5.41088512037849,6.66529124227259
"185","Undisturbed",0.994764631374813,"Extrapolation","B) Shannon diversity",6.04170702894376,5.41425194026838,6.66916211761913
"186","Undisturbed",0.994843345150669,"Extrapolation","B) Shannon diversity",6.04527191631444,5.41759295776828,6.6729508748606
"187","Undisturbed",0.99491930492534,"Extrapolation","B) Shannon diversity",6.04864175994378,5.42077777177907,6.6765057481085
"188","Undisturbed",0.994994145779406,"Extrapolation","B) Shannon diversity",6.05189479741214,5.42388212380756,6.67990747101672
"189","Undisturbed",0.995069408805813,"Extrapolation","B) Shannon diversity",6.05509932918876,5.42697648345977,6.68322217491774
"190","Undisturbed",0.995142038564262,"Extrapolation","B) Shannon diversity",6.0581285331634,5.42994557030104,6.68631149602576
"191","Undisturbed",0.995215078022406,"Extrapolation","B) Shannon diversity",6.06111256900345,5.43293159434688,6.68929354366003
"192","Undisturbed",0.99528556200977,"Extrapolation","B) Shannon diversity",6.06393334091564,5.43585301574121,6.69201366609006
"193","Undisturbed",0.995356443592676,"Extrapolation","B) Shannon diversity",6.06671205260129,5.43906691825489,6.69435718694769
"194","Undisturbed",0.995424845203542,"Extrapolation","B) Shannon diversity",6.06933873414772,5.44224528220434,6.6964321860911
"195","Undisturbed",0.995492239228852,"Extrapolation","B) Shannon diversity",6.07187436915866,5.44473992259704,6.69900881572029
"196","Undisturbed",0.99556001341943,"Extrapolation","B) Shannon diversity",6.07437219558873,5.447207154553,6.70153723662447
"197","Undisturbed",0.995625416357975,"Extrapolation","B) Shannon diversity",6.0767333598016,5.44954928979207,6.70391742981114
"198","Undisturbed",0.995691188230199,"Extrapolation","B) Shannon diversity",6.0790593169489,5.45186693589798,6.70625169799982
"199","Undisturbed",0.995754658906577,"Extrapolation","B) Shannon diversity",6.08125801526947,5.45406836165207,6.70844766888687
"200","Undisturbed",0.995818487616872,"Extrapolation","B) Shannon diversity",6.08342392903591,5.45624819818383,6.71059965988798
