"","Assemblage","SC","Method","Order.q","qD","qD.LCL","qD.UCL"
"201","Undisturbed",0.319750817169221,"Rarefaction","C) Simpson diversity",1,0.957261927386718,1.04273807261328
"202","Undisturbed",0.909084376021602,"Rarefaction","C) Simpson diversity",3.02034227266848,2.75338410038941,3.28730044494755
"203","Undisturbed",0.953109367686443,"Rarefaction","C) Simpson diversity",3.07295603415185,2.79660487441331,3.34930719389039
"204","Undisturbed",0.970435447834794,"Rarefaction","C) Simpson diversity",3.09090367248164,2.81043552720442,3.37137181775887
"205","Undisturbed",0.979062774832324,"Rarefaction","C) Simpson diversity",3.09995633661446,2.8170308122057,3.38288186102322
"206","Undisturbed",0.983939671189679,"Rarefaction","C) Simpson diversity",3.10541343497067,2.82081340430482,3.39001346563653
"207","Undisturbed",0.986957934924994,"Rarefaction","C) Simpson diversity",3.10906218868499,2.82328752685369,3.39483685051629
"208","Undisturbed",0.988927745434008,"Rarefaction","C) Simpson diversity",3.11163626482077,2.82507049153546,3.39820203810609
"209","Undisturbed",0.990323987534157,"Rarefaction","C) Simpson diversity",3.11360651991699,2.82644435678522,3.40076868304877
"210","Undisturbed",0.991330656594727,"Rarefaction","C) Simpson diversity",3.11513985244652,2.8275359644471,3.40274374044593
"211","Undisturbed",0.992078688323641,"Rarefaction","C) Simpson diversity",3.11636709261607,2.8284307800683,3.40430340516385
"212","Undisturbed",0.992649303176797,"Rarefaction","C) Simpson diversity",3.1173715798146,2.8291758069505,3.4055673526787
"213","Undisturbed",0.993094973809343,"Rarefaction","C) Simpson diversity",3.11820891367758,2.8298056276807,3.40661219967445
"214","Undisturbed",0.993445025827248,"Rarefaction","C) Simpson diversity",3.11890669498173,2.83033113357021,3.40748225639325
"215","Undisturbed",0.993734034700422,"Rarefaction","C) Simpson diversity",3.11951579019419,2.83080922275725,3.40822235763113
"216","Undisturbed",0.993970458049003,"Rarefaction","C) Simpson diversity",3.12004368401769,2.83127938371853,3.40880798431684
"217","Undisturbed",0.994163698750374,"Rarefaction","C) Simpson diversity",3.12050560009519,2.83170302109224,3.40930817909815
"218","Undisturbed",0.994319128004784,"Rarefaction","C) Simpson diversity",3.12091318018897,2.83208448135706,3.40974187902088
"219","Undisturbed",0.994439295644115,"Rarefaction","C) Simpson diversity",3.12127335345933,2.83246166646274,3.41008504045592
"220","Undisturbed",0.994441014563545,"Observed","C) Simpson diversity",3.12128117618988,2.83246893758297,3.41009341479678
"221","Undisturbed",0.994442732951624,"Extrapolation","C) Simpson diversity",3.12128686327078,2.83247474389698,3.41009898264457
"222","Undisturbed",0.994524593918689,"Extrapolation","C) Simpson diversity",3.12154800730805,2.83271397269138,3.41038204192471
"223","Undisturbed",0.99460524903801,"Extrapolation","C) Simpson diversity",3.12178787196006,2.83293596991415,3.41063977400596
"224","Undisturbed",0.994686359127561,"Extrapolation","C) Simpson diversity",3.1220133783472,2.83314640298551,3.41088035370888
"225","Undisturbed",0.994764631374813,"Extrapolation","C) Simpson diversity",3.12221747819652,2.8333385849279,3.41109637146514
"226","Undisturbed",0.994843345150669,"Extrapolation","C) Simpson diversity",3.12241056714105,2.8335222096556,3.41129892462651
"227","Undisturbed",0.99491930492534,"Extrapolation","C) Simpson diversity",3.1225863440034,2.83369121851131,3.41148146949548
"228","Undisturbed",0.994994145779406,"Extrapolation","C) Simpson diversity",3.12275023842592,2.83385074353848,3.41164973331336
"229","Undisturbed",0.995069408805813,"Extrapolation","C) Simpson diversity",3.12290650064808,2.83400502648345,3.4118079748127
"230","Undisturbed",0.995142038564262,"Extrapolation","C) Simpson diversity",3.12304978686248,2.83414894738091,3.41195062634405
"231","Undisturbed",0.995215078022406,"Extrapolation","C) Simpson diversity",3.12318699871347,2.8342898851974,3.41208411222953
"232","Undisturbed",0.99528556200977,"Extrapolation","C) Simpson diversity",3.12331333293924,2.83442421612625,3.41220244975223
"233","Undisturbed",0.995356443592676,"Extrapolation","C) Simpson diversity",3.12343477732301,2.83456746005616,3.41230209458987
"234","Undisturbed",0.995424845203542,"Extrapolation","C) Simpson diversity",3.12354699933677,2.8347095419967,3.41238445667683
"235","Undisturbed",0.995492239228852,"Extrapolation","C) Simpson diversity",3.12365309711352,2.83481824197197,3.41248795225508
"236","Undisturbed",0.99556001341943,"Extrapolation","C) Simpson diversity",3.12375559489015,2.83492373607919,3.41258745370112
"237","Undisturbed",0.995625416357975,"Extrapolation","C) Simpson diversity",3.12385075372461,2.83502217111371,3.41267933633552
"238","Undisturbed",0.995691188230199,"Extrapolation","C) Simpson diversity",3.12394294906272,2.83511806734818,3.41276783077726
"239","Undisturbed",0.995754658906577,"Extrapolation","C) Simpson diversity",3.12402877752432,2.83520787837004,3.41284967667859
"240","Undisturbed",0.995818487616872,"Extrapolation","C) Simpson diversity",3.12411214919133,2.83529569050133,3.41292860788132
"241","Disturbed",0.317,"Rarefaction","D) Faith's PD",135.912,131.374,140.451
"242","Disturbed",0.911,"Rarefaction","D) Faith's PD",1254.506,1202.885,1306.127
"243","Disturbed",0.958,"Rarefaction","D) Faith's PD",1477.992,1405.493,1550.492
"244","Disturbed",0.971,"Rarefaction","D) Faith's PD",1588.259,1493.42,1683.098
"245","Disturbed",0.977,"Rarefaction","D) Faith's PD",1670.494,1554.547,1786.442
"246","Disturbed",0.98,"Rarefaction","D) Faith's PD",1739.952,1604.421,1875.482
"247","Disturbed",0.983,"Rarefaction","D) Faith's PD",1801.055,1647.315,1954.796
"248","Disturbed",0.985,"Rarefaction","D) Faith's PD",1855.949,1685.161,2026.737
"249","Disturbed",0.986,"Rarefaction","D) Faith's PD",1905.99,1719.128,2092.852
"250","Disturbed",0.987,"Rarefaction","D) Faith's PD",1952.122,1750.002,2154.243
"251","Disturbed",0.988,"Rarefaction","D) Faith's PD",1995.028,1778.332,2211.724
"252","Disturbed",0.989,"Rarefaction","D) Faith's PD",2035.216,1804.513,2265.919
"253","Disturbed",0.99,"Rarefaction","D) Faith's PD",2073.075,1828.835,2317.315
"254","Disturbed",0.99,"Rarefaction","D) Faith's PD",2108.912,1851.516,2366.308
"255","Disturbed",0.991,"Rarefaction","D) Faith's PD",2142.977,1872.726,2413.227
"256","Disturbed",0.991,"Rarefaction","D) Faith's PD",2175.475,1892.597,2458.354
"257","Disturbed",0.992,"Rarefaction","D) Faith's PD",2206.583,1911.233,2501.934
"258","Disturbed",0.992,"Rarefaction","D) Faith's PD",2236.45,1928.712,2544.187
"259","Disturbed",0.992,"Rarefaction","D) Faith's PD",2265.2,1945.087,2585.313
"260","Disturbed",0.992,"Observed","D) Faith's PD",2265.687,1945.36,2586.014
"261","Disturbed",0.992,"Extrapolation","D) Faith's PD",2266.173,1945.633,2586.713
"262","Disturbed",0.993,"Extrapolation","D) Faith's PD",2291.991,1959.873,2624.108
"263","Disturbed",0.993,"Extrapolation","D) Faith's PD",2317.417,1973.412,2661.421
"264","Disturbed",0.993,"Extrapolation","D) Faith's PD",2341.994,1985.975,2698.014
"265","Disturbed",0.993,"Extrapolation","D) Faith's PD",2365.751,1997.567,2733.936
"266","Disturbed",0.994,"Extrapolation","D) Faith's PD",2388.716,2008.203,2769.23
"267","Disturbed",0.994,"Extrapolation","D) Faith's PD",2410.915,2017.899,2803.93
"268","Disturbed",0.994,"Extrapolation","D) Faith's PD",2432.372,2026.68,2838.064
"269","Disturbed",0.994,"Extrapolation","D) Faith's PD",2453.114,2034.575,2871.653
"270","Disturbed",0.995,"Extrapolation","D) Faith's PD",2473.163,2041.613,2904.713
"271","Disturbed",0.995,"Extrapolation","D) Faith's PD",2492.544,2047.828,2937.259
"272","Disturbed",0.995,"Extrapolation","D) Faith's PD",2511.278,2053.256,2969.3
"273","Disturbed",0.995,"Extrapolation","D) Faith's PD",2529.386,2057.929,3000.843
"274","Disturbed",0.995,"Extrapolation","D) Faith's PD",2546.891,2061.885,3031.896
"275","Disturbed",0.996,"Extrapolation","D) Faith's PD",2563.811,2065.159,3062.463
"276","Disturbed",0.996,"Extrapolation","D) Faith's PD",2580.167,2067.784,3092.549
"277","Disturbed",0.996,"Extrapolation","D) Faith's PD",2595.977,2069.795,3122.158
"278","Disturbed",0.996,"Extrapolation","D) Faith's PD",2611.259,2071.225,3151.293
"279","Disturbed",0.996,"Extrapolation","D) Faith's PD",2626.031,2072.104,3179.959
"280","Disturbed",0.996,"Extrapolation","D) Faith's PD",2640.311,2072.464,3208.158
"281","Disturbed",0.317,"Rarefaction","E) Phylogenetic entropy",135.912,131.461,140.363
"282","Disturbed",0.911,"Rarefaction","E) Phylogenetic entropy",552.231,525.926,578.536
"283","Disturbed",0.958,"Rarefaction","E) Phylogenetic entropy",582.263,554.466,610.061
"284","Disturbed",0.971,"Rarefaction","E) Phylogenetic entropy",593.257,564.898,621.616
"285","Disturbed",0.977,"Rarefaction","E) Phylogenetic entropy",599.126,570.434,627.817
"286","Disturbed",0.98,"Rarefaction","E) Phylogenetic entropy",602.851,573.931,631.771
"287","Disturbed",0.983,"Rarefaction","E) Phylogenetic entropy",605.457,576.368,634.545
"288","Disturbed",0.985,"Rarefaction","E) Phylogenetic entropy",607.396,578.177,636.615
"289","Disturbed",0.986,"Rarefaction","E) Phylogenetic entropy",608.903,579.58,638.226
"290","Disturbed",0.987,"Rarefaction","E) Phylogenetic entropy",610.113,580.705,639.52
"291","Disturbed",0.988,"Rarefaction","E) Phylogenetic entropy",611.108,581.629,640.587
"292","Disturbed",0.989,"Rarefaction","E) Phylogenetic entropy",611.944,582.404,641.484
"293","Disturbed",0.99,"Rarefaction","E) Phylogenetic entropy",612.657,583.065,642.249
"294","Disturbed",0.99,"Rarefaction","E) Phylogenetic entropy",613.274,583.636,642.912
"295","Disturbed",0.991,"Rarefaction","E) Phylogenetic entropy",613.813,584.135,643.491
"296","Disturbed",0.991,"Rarefaction","E) Phylogenetic entropy",614.289,584.575,644.003
"297","Disturbed",0.992,"Rarefaction","E) Phylogenetic entropy",614.713,584.967,644.459
"298","Disturbed",0.992,"Rarefaction","E) Phylogenetic entropy",615.094,585.319,644.868
"299","Disturbed",0.992,"Rarefaction","E) Phylogenetic entropy",615.437,585.637,645.237
"300","Disturbed",0.992,"Observed","E) Phylogenetic entropy",615.443,585.643,645.243
"301","Disturbed",0.992,"Extrapolation","E) Phylogenetic entropy",615.448,585.648,645.249
"302","Disturbed",0.993,"Extrapolation","E) Phylogenetic entropy",615.745,585.923,645.568
"303","Disturbed",0.993,"Extrapolation","E) Phylogenetic entropy",616.034,586.19,645.878
"304","Disturbed",0.993,"Extrapolation","E) Phylogenetic entropy",616.309,586.445,646.174
"305","Disturbed",0.993,"Extrapolation","E) Phylogenetic entropy",616.572,586.688,646.457
"306","Disturbed",0.994,"Extrapolation","E) Phylogenetic entropy",616.823,586.92,646.727
"307","Disturbed",0.994,"Extrapolation","E) Phylogenetic entropy",617.063,587.141,646.985
"308","Disturbed",0.994,"Extrapolation","E) Phylogenetic entropy",617.292,587.352,647.231
"309","Disturbed",0.994,"Extrapolation","E) Phylogenetic entropy",617.51,587.554,647.466
"310","Disturbed",0.995,"Extrapolation","E) Phylogenetic entropy",617.718,587.746,647.69
"311","Disturbed",0.995,"Extrapolation","E) Phylogenetic entropy",617.917,587.929,647.904
"312","Disturbed",0.995,"Extrapolation","E) Phylogenetic entropy",618.106,588.104,648.109
"313","Disturbed",0.995,"Extrapolation","E) Phylogenetic entropy",618.287,588.271,648.304
"314","Disturbed",0.995,"Extrapolation","E) Phylogenetic entropy",618.46,588.43,648.49
"315","Disturbed",0.996,"Extrapolation","E) Phylogenetic entropy",618.625,588.582,648.668
"316","Disturbed",0.996,"Extrapolation","E) Phylogenetic entropy",618.782,588.727,648.838
"317","Disturbed",0.996,"Extrapolation","E) Phylogenetic entropy",618.933,588.866,649
"318","Disturbed",0.996,"Extrapolation","E) Phylogenetic entropy",619.076,588.997,649.154
"319","Disturbed",0.996,"Extrapolation","E) Phylogenetic entropy",619.213,589.123,649.302
"320","Disturbed",0.996,"Extrapolation","E) Phylogenetic entropy",619.343,589.243,649.443
"321","Disturbed",0.317,"Rarefaction","F) Rao's Q",135.912,131.404,140.421
"322","Disturbed",0.911,"Rarefaction","F) Rao's Q",342.68,325.817,359.542
"323","Disturbed",0.958,"Rarefaction","F) Rao's Q",347.314,329.988,364.641
"324","Disturbed",0.971,"Rarefaction","F) Rao's Q",348.887,331.402,366.373
"325","Disturbed",0.977,"Rarefaction","F) Rao's Q",349.679,332.114,367.245
"326","Disturbed",0.98,"Rarefaction","F) Rao's Q",350.156,332.542,367.77
"327","Disturbed",0.983,"Rarefaction","F) Rao's Q",350.475,332.828,368.122
"328","Disturbed",0.985,"Rarefaction","F) Rao's Q",350.703,333.033,368.373
"329","Disturbed",0.986,"Rarefaction","F) Rao's Q",350.874,333.186,368.561
"330","Disturbed",0.987,"Rarefaction","F) Rao's Q",351.007,333.306,368.708
"331","Disturbed",0.988,"Rarefaction","F) Rao's Q",351.114,333.402,368.826
"332","Disturbed",0.989,"Rarefaction","F) Rao's Q",351.201,333.48,368.922
"333","Disturbed",0.99,"Rarefaction","F) Rao's Q",351.274,333.545,369.002
"334","Disturbed",0.99,"Rarefaction","F) Rao's Q",351.335,333.601,369.07
"335","Disturbed",0.991,"Rarefaction","F) Rao's Q",351.388,333.648,369.129
"336","Disturbed",0.991,"Rarefaction","F) Rao's Q",351.434,333.689,369.179
"337","Disturbed",0.992,"Rarefaction","F) Rao's Q",351.474,333.725,369.223
"338","Disturbed",0.992,"Rarefaction","F) Rao's Q",351.51,333.757,369.262
"339","Disturbed",0.992,"Rarefaction","F) Rao's Q",351.541,333.785,369.297
"340","Disturbed",0.992,"Observed","F) Rao's Q",351.541,333.785,369.297
"341","Disturbed",0.992,"Extrapolation","F) Rao's Q",351.542,333.786,369.298
"342","Disturbed",0.993,"Extrapolation","F) Rao's Q",351.568,333.809,369.327
"343","Disturbed",0.993,"Extrapolation","F) Rao's Q",351.592,333.831,369.354
"344","Disturbed",0.993,"Extrapolation","F) Rao's Q",351.614,333.851,369.378
"345","Disturbed",0.993,"Extrapolation","F) Rao's Q",351.634,333.869,369.4
"346","Disturbed",0.994,"Extrapolation","F) Rao's Q",351.653,333.885,369.42
"347","Disturbed",0.994,"Extrapolation","F) Rao's Q",351.67,333.901,369.439
"348","Disturbed",0.994,"Extrapolation","F) Rao's Q",351.685,333.915,369.456
"349","Disturbed",0.994,"Extrapolation","F) Rao's Q",351.7,333.928,369.472
"350","Disturbed",0.995,"Extrapolation","F) Rao's Q",351.713,333.94,369.487
"351","Disturbed",0.995,"Extrapolation","F) Rao's Q",351.726,333.951,369.501
"352","Disturbed",0.995,"Extrapolation","F) Rao's Q",351.737,333.961,369.514
"353","Disturbed",0.995,"Extrapolation","F) Rao's Q",351.748,333.971,369.526
"354","Disturbed",0.995,"Extrapolation","F) Rao's Q",351.759,333.98,369.537
"355","Disturbed",0.996,"Extrapolation","F) Rao's Q",351.768,333.989,369.547
"356","Disturbed",0.996,"Extrapolation","F) Rao's Q",351.777,333.997,369.557
"357","Disturbed",0.996,"Extrapolation","F) Rao's Q",351.786,334.005,369.567
"358","Disturbed",0.996,"Extrapolation","F) Rao's Q",351.794,334.012,369.576
"359","Disturbed",0.996,"Extrapolation","F) Rao's Q",351.802,334.019,369.584
"360","Disturbed",0.996,"Extrapolation","F) Rao's Q",351.809,334.025,369.592
"361","Undisturbed",0.32,"Rarefaction","D) Faith's PD",135.912,132.049,139.775
"362","Undisturbed",0.909,"Rarefaction","D) Faith's PD",1234.563,1197.357,1271.768
"363","Undisturbed",0.953,"Rarefaction","D) Faith's PD",1499.758,1448.484,1551.032
"364","Undisturbed",0.97,"Rarefaction","D) Faith's PD",1637.557,1576.64,1698.475
"365","Undisturbed",0.979,"Rarefaction","D) Faith's PD",1727.77,1658.002,1797.538
"366","Undisturbed",0.984,"Rarefaction","D) Faith's PD",1793.648,1714.658,1872.639
"367","Undisturbed",0.987,"Rarefaction","D) Faith's PD",1845.414,1756.776,1934.052
"368","Undisturbed",0.989,"Rarefaction","D) Faith's PD",1887.74,1789.375,1986.106
"369","Undisturbed",0.99,"Rarefaction","D) Faith's PD",1925.055,1816.704,2033.406
"370","Undisturbed",0.991,"Rarefaction","D) Faith's PD",1958.4,1840.061,2076.738
"371","Undisturbed",0.992,"Rarefaction","D) Faith's PD",1988.906,1860.625,2117.188
"372","Undisturbed",0.993,"Rarefaction","D) Faith's PD",2017.301,1879.142,2155.46
"373","Undisturbed",0.993,"Rarefaction","D) Faith's PD",2044.065,1896.103,2192.027
"374","Undisturbed",0.993,"Rarefaction","D) Faith's PD",2069.113,1911.586,2226.639
"375","Undisturbed",0.994,"Rarefaction","D) Faith's PD",2093.531,1926.352,2260.709
"376","Undisturbed",0.994,"Rarefaction","D) Faith's PD",2117.069,1940.309,2293.829
"377","Undisturbed",0.994,"Rarefaction","D) Faith's PD",2139.885,1953.607,2326.162
"378","Undisturbed",0.994,"Rarefaction","D) Faith's PD",2162.116,1966.375,2357.857
"379","Undisturbed",0.994,"Rarefaction","D) Faith's PD",2183.896,1978.732,2389.061
"380","Undisturbed",0.994,"Observed","D) Faith's PD",2184.256,1978.936,2389.577
"381","Undisturbed",0.994,"Extrapolation","D) Faith's PD",2184.616,1979.138,2390.094
"382","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2204.055,1989.815,2418.295
"383","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2222.506,1999.381,2445.631
"384","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2239.702,2007.723,2471.681
"385","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2255.457,2014.808,2496.105
"386","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2270.411,2020.965,2519.857
"387","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2284.348,2026.131,2542.565
"388","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2297.336,2030.375,2564.298
"389","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2309.236,2033.711,2584.762
"390","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2320.532,2036.316,2604.748
"391","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2331.059,2038.182,2623.936
"392","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2340.87,2039.363,2642.377
"393","Undisturbed",0.995,"Extrapolation","D) Faith's PD",2349.858,2039.905,2659.812
"394","Undisturbed",0.996,"Extrapolation","D) Faith's PD",2358.39,2039.873,2676.908
"395","Undisturbed",0.996,"Extrapolation","D) Faith's PD",2366.342,2039.297,2693.387
"396","Undisturbed",0.996,"Extrapolation","D) Faith's PD",2373.752,2038.218,2709.286
"397","Undisturbed",0.996,"Extrapolation","D) Faith's PD",2380.542,2036.706,2724.377
"398","Undisturbed",0.996,"Extrapolation","D) Faith's PD",2386.986,2034.742,2739.23
"399","Undisturbed",0.996,"Extrapolation","D) Faith's PD",2392.992,2032.383,2753.601
"400","Undisturbed",0.996,"Extrapolation","D) Faith's PD",2398.589,2029.66,2767.519
"401","Undisturbed",0.32,"Rarefaction","E) Phylogenetic entropy",135.912,131.698,140.127
"402","Undisturbed",0.909,"Rarefaction","E) Phylogenetic entropy",576.077,557.867,594.288
"403","Undisturbed",0.953,"Rarefaction","E) Phylogenetic entropy",607.101,587.824,626.379
"404","Undisturbed",0.97,"Rarefaction","E) Phylogenetic entropy",618.874,599.177,638.57
"405","Undisturbed",0.979,"Rarefaction","E) Phylogenetic entropy",625.122,605.196,645.048
"406","Undisturbed",0.984,"Rarefaction","E) Phylogenetic entropy",629.011,608.939,649.083
"407","Undisturbed",0.987,"Rarefaction","E) Phylogenetic entropy",631.674,611.5,651.848
"408","Undisturbed",0.989,"Rarefaction","E) Phylogenetic entropy",633.59,613.341,653.838
"409","Undisturbed",0.99,"Rarefaction","E) Phylogenetic entropy",635.082,614.775,655.39
"410","Undisturbed",0.991,"Rarefaction","E) Phylogenetic entropy",636.264,615.909,656.619
"411","Undisturbed",0.992,"Rarefaction","E) Phylogenetic entropy",637.226,616.832,657.62
"412","Undisturbed",0.993,"Rarefaction","E) Phylogenetic entropy",638.026,617.598,658.454
"413","Undisturbed",0.993,"Rarefaction","E) Phylogenetic entropy",638.703,618.246,659.16
"414","Undisturbed",0.993,"Rarefaction","E) Phylogenetic entropy",639.276,618.794,659.758
"415","Undisturbed",0.994,"Rarefaction","E) Phylogenetic entropy",639.783,619.279,660.288
"416","Undisturbed",0.994,"Rarefaction","E) Phylogenetic entropy",640.23,619.705,660.755
"417","Undisturbed",0.994,"Rarefaction","E) Phylogenetic entropy",640.626,620.082,661.169
"418","Undisturbed",0.994,"Rarefaction","E) Phylogenetic entropy",640.98,620.42,661.541
"419","Undisturbed",0.994,"Rarefaction","E) Phylogenetic entropy",641.3,620.724,661.876
"420","Undisturbed",0.994,"Observed","E) Phylogenetic entropy",641.305,620.729,661.881
"421","Undisturbed",0.994,"Extrapolation","E) Phylogenetic entropy",641.31,620.734,661.886
"422","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",641.588,620.998,662.177
"423","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",641.859,621.256,662.462
"424","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",642.118,621.502,662.734
"425","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",642.363,621.735,662.992
"426","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",642.603,621.962,663.243
"427","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",642.832,622.18,663.484
"428","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",643.052,622.389,663.716
"429","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",643.26,622.585,663.934
"430","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",643.462,622.777,664.148
"431","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",643.657,622.961,664.352
"432","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",643.843,623.138,664.549
"433","Undisturbed",0.995,"Extrapolation","E) Phylogenetic entropy",644.019,623.304,664.734
"434","Undisturbed",0.996,"Extrapolation","E) Phylogenetic entropy",644.191,623.466,664.915
"435","Undisturbed",0.996,"Extrapolation","E) Phylogenetic entropy",644.355,623.622,665.088
"436","Undisturbed",0.996,"Extrapolation","E) Phylogenetic entropy",644.513,623.771,665.255
"437","Undisturbed",0.996,"Extrapolation","E) Phylogenetic entropy",644.662,623.911,665.412
"438","Undisturbed",0.996,"Extrapolation","E) Phylogenetic entropy",644.807,624.049,665.566
"439","Undisturbed",0.996,"Extrapolation","E) Phylogenetic entropy",644.946,624.18,665.713
"440","Undisturbed",0.996,"Extrapolation","E) Phylogenetic entropy",645.08,624.306,665.854
"441","Undisturbed",0.32,"Rarefaction","F) Rao's Q",135.912,131.994,139.83
"442","Undisturbed",0.909,"Rarefaction","F) Rao's Q",379.592,369.237,389.946
"443","Undisturbed",0.953,"Rarefaction","F) Rao's Q",385.448,374.854,396.042
"444","Undisturbed",0.97,"Rarefaction","F) Rao's Q",387.441,376.765,398.117
"445","Undisturbed",0.979,"Rarefaction","F) Rao's Q",388.445,377.727,399.162
"446","Undisturbed",0.984,"Rarefaction","F) Rao's Q",389.05,378.307,399.792
"447","Undisturbed",0.987,"Rarefaction","F) Rao's Q",389.454,378.695,400.213
"448","Undisturbed",0.989,"Rarefaction","F) Rao's Q",389.739,378.968,400.51
"449","Undisturbed",0.99,"Rarefaction","F) Rao's Q",389.958,379.177,400.738
"450","Undisturbed",0.991,"Rarefaction","F) Rao's Q",390.127,379.34,400.915
"451","Undisturbed",0.992,"Rarefaction","F) Rao's Q",390.263,379.47,401.056
"452","Undisturbed",0.993,"Rarefaction","F) Rao's Q",390.375,379.577,401.172
"453","Undisturbed",0.993,"Rarefaction","F) Rao's Q",390.467,379.666,401.269
"454","Undisturbed",0.993,"Rarefaction","F) Rao's Q",390.544,379.74,401.349
"455","Undisturbed",0.994,"Rarefaction","F) Rao's Q",390.612,379.804,401.419
"456","Undisturbed",0.994,"Rarefaction","F) Rao's Q",390.67,379.86,401.48
"457","Undisturbed",0.994,"Rarefaction","F) Rao's Q",390.721,379.909,401.533
"458","Undisturbed",0.994,"Rarefaction","F) Rao's Q",390.767,379.953,401.58
"459","Undisturbed",0.994,"Rarefaction","F) Rao's Q",390.807,379.991,401.622
"460","Undisturbed",0.994,"Observed","F) Rao's Q",390.807,379.992,401.623
"461","Undisturbed",0.994,"Extrapolation","F) Rao's Q",390.808,379.992,401.624
"462","Undisturbed",0.995,"Extrapolation","F) Rao's Q",390.841,380.024,401.658
"463","Undisturbed",0.995,"Extrapolation","F) Rao's Q",390.872,380.054,401.691
"464","Undisturbed",0.995,"Extrapolation","F) Rao's Q",390.9,380.081,401.72
"465","Undisturbed",0.995,"Extrapolation","F) Rao's Q",390.926,380.105,401.746
"466","Undisturbed",0.995,"Extrapolation","F) Rao's Q",390.949,380.128,401.771
"467","Undisturbed",0.995,"Extrapolation","F) Rao's Q",390.971,380.148,401.793
"468","Undisturbed",0.995,"Extrapolation","F) Rao's Q",390.991,380.167,401.814
"469","Undisturbed",0.995,"Extrapolation","F) Rao's Q",391.009,380.185,401.833
"470","Undisturbed",0.995,"Extrapolation","F) Rao's Q",391.026,380.201,401.851
"471","Undisturbed",0.995,"Extrapolation","F) Rao's Q",391.042,380.217,401.867
"472","Undisturbed",0.995,"Extrapolation","F) Rao's Q",391.057,380.231,401.883
"473","Undisturbed",0.995,"Extrapolation","F) Rao's Q",391.071,380.244,401.897
"474","Undisturbed",0.996,"Extrapolation","F) Rao's Q",391.084,380.257,401.911
"475","Undisturbed",0.996,"Extrapolation","F) Rao's Q",391.096,380.268,401.924
"476","Undisturbed",0.996,"Extrapolation","F) Rao's Q",391.108,380.279,401.936
"477","Undisturbed",0.996,"Extrapolation","F) Rao's Q",391.118,380.29,401.947
"478","Undisturbed",0.996,"Extrapolation","F) Rao's Q",391.129,380.3,401.958
"479","Undisturbed",0.996,"Extrapolation","F) Rao's Q",391.138,380.309,401.968
"480","Undisturbed",0.996,"Extrapolation","F) Rao's Q",391.148,380.318,401.977
